sample;num_crispr_arrays;average_crispr_length;average_AT;percent_plus_orientation;percent_minus_orientation
GCA_017939625.1_ASM1793962v1_genomic.fasta;1;77;33.41;0.0;100.0
GCA_015751755.1_ASM1575175v1_genomic.fasta;11;119.73;27.3;71.43;28.57
GCA_000026125.1_ASM2612v1_genomic.fasta;1;166;45.71;100.0;0.0
GCF_004124315.2_ASM412431v2_genomic.fasta;2;112.5;55.78;100.0;0.0
GCF_003664125.1_ASM366412v1_genomic.fasta;5;100.8;51.42;75.0;25.0
GCA_900091465.1_IMG-taxon_2622736626_annotated_assembly_genomic.fasta;10;116.2;28.39;33.33;66.67
GCA_018734325.1_ASM1873432v1_genomic.fasta;5;2370.8;51.77;0.0;100.0
GCF_001444405.1_ASM144440v1_genomic.fasta;6;114;59.42;25.0;75.0
GCF_005864225.1_ASM586422v1_genomic.fasta;6;1178;54.42;33.33;66.67
GCA_000716445.1_ASM71644v1_genomic.fasta;43;194.7;27.93;47.62;52.38
GCF_036133475.1_ASM3613347v1_genomic.fasta;35;157.8;30.17;56.0;44.0
GCF_026343855.1_ASM2634385v1_genomic.fasta;3;150;33.25;100.0;0.0
GCF_029537415.1_ASM2953741v1_genomic.fasta;3;108;56.65;100.0;0.0
GCA_014189455.1_ASM1418945v1_genomic.fasta;6;92.33;37.46;60.0;40.0
GCA_000152245.2_ASM15224v2_genomic.fasta;2;3020.5;52.5;50.0;50.0
GCA_033441085.1_ASM3344108v1_genomic.fasta;5;144.4;57.13;50.0;50.0
GCA_013376155.1_ASM1337615v1_genomic.fasta;5;759;34.17;80.0;20.0
GCF_004364325.1_ASM436432v1_genomic.fasta;15;137.13;29.51;75.0;25.0
GCA_900100355.1_IMG-taxon_2667528184_annotated_assembly_genomic.fasta;1;77;37.98;0.0;0.0
GCA_010729105.1_ASM1072910v1_genomic.fasta;7;124.57;31.72;66.67;33.33
GCA_935822925.1_MES4922_Assembly_genomic.fasta;8;95.5;37.92;16.67;83.33
GCA_900107035.1_IMG-taxon_2634166329_annotated_assembly_genomic.fasta;1;96;46.09;100.0;0.0
GCF_003667725.1_ASM366772v1_genomic.fasta;1;85;41.02;100.0;0.0
GCA_016026615.1_ASM1602661v1_genomic.fasta;6;114.5;41.17;50.0;50.0
GCF_003814405.1_ASM381440v1_genomic.fasta;0;0.0;71.9;0.0;0.0
GCA_900142985.1_IMG-taxon_2695420919_annotated_assembly_genomic.fasta;6;86.67;38.84;100.0;0.0
GCF_001659785.1_ASM165978v1_genomic.fasta;6;180.17;34.42;0.0;0.0
GCA_014647735.1_ASM1464773v1_genomic.fasta;3;104;26.48;100.0;0.0
GCF_003985135.1_ASM398513v1_genomic.fasta;1;254;38.93;0.0;100.0
GCF_002310795.1_ASM231079v1_genomic.fasta;1;122;59.71;0.0;0.0
GCA_021899435.1_ASM2189943v1_genomic.fasta;1;94;34.24;100.0;0.0
GCF_028609885.1_ASM2860988v1_genomic.fasta;5;590.2;38.58;75.0;25.0
GCA_900107255.1_IMG-taxon_2693429860_annotated_assembly_genomic.fasta;5;1117.8;27.62;50.0;50.0
GCA_916098265.1_Cu-17-M197059_genomic.fasta;0;0.0;65.24;0.0;0.0
GCA_016726285.1_ASM1672628v1_genomic.fasta;5;121;48.9;50.0;50.0
GCA_900102035.1_IMG-taxon_2667527225_annotated_assembly_genomic.fasta;1;139;39.39;0.0;100.0
GCF_024400535.1_ASM2440053v1_genomic.fasta;4;179.25;62.38;0.0;100.0
GCF_003013475.1_ASM301347v1_genomic.fasta;1;138;52.88;0.0;100.0
GCF_009720825.1_ASM972082v1_genomic.fasta;8;156.25;36.47;25.0;75.0
GCA_015978185.1_ASM1597818v1_genomic.fasta;2;114.5;37.3;100.0;0.0
GCA_010730195.1_ASM1073019v1_genomic.fasta;13;735.54;32.61;50.0;50.0
GCA_000739595.1_ASM73959v1_genomic.fasta;13;111.15;34.86;54.55;45.45
GCA_018881755.1_ASM1888175v1_genomic.fasta;2;108;54.16;100.0;0.0
GCF_030408795.1_ASM3040879v1_genomic.fasta;9;118.33;29.86;33.33;66.67
GCF_030016165.2_ASM3001616v2_genomic.fasta;4;418.25;36.39;50.0;50.0
GCA_000943515.2_ASM94351v2_genomic.fasta;16;250.06;31.17;26.67;73.33
GCA_019930945.1_ASM1993094v1_genomic.fasta;4;1240.5;68.25;50.0;50.0
GCA_010731775.1_ASM1073177v1_genomic.fasta;10;113;33.12;50.0;50.0
GCA_021474425.1_ASM2147442v1_genomic.fasta;26;118.23;29.31;46.15;53.85
GCF_003015125.1_ASM301512v1_genomic.fasta;3;113.67;32.33;0.0;100.0
GCF_001632865.1_ASM163286v1_genomic.fasta;12;118.75;27.67;0.0;100.0
GCF_009739535.1_ASM973953v1_genomic.fasta;2;372.5;58.1;50.0;50.0
GCF_024224615.1_ASM2422461v1_genomic.fasta;3;1066.33;44.78;100.0;0.0
GCA_000961515.1_ASM96151v1_genomic.fasta;2;116;38.25;0.0;0.0
GCF_037482245.1_ASM3748224v1_genomic.fasta;3;611.67;47.96;100.0;0.0
GCA_015767775.1_ASM1576777v1_genomic.fasta;26;155.04;27.38;35.29;64.71
GCA_019219635.1_ASM1921963v1_genomic.fasta;26;209.04;28.08;40.0;60.0
GCA_016904955.1_ASM1690495v1_genomic.fasta;9;130.33;39.31;62.5;37.5
GCF_001586155.1_ASM158615v1_genomic.fasta;3;151;32.89;33.33;66.67
GCA_900184295.1_Chr_1_genomic.fasta;2;77;40.82;50.0;50.0
GCF_026221135.1_ASM2622113v1_genomic.fasta;6;116;64.77;40.0;60.0
GCF_003054555.1_ASM305455v1_genomic.fasta;12;195.17;30.25;42.86;57.14
GCF_004028635.1_ASM402863v1_genomic.fasta;15;136.6;29.62;50.0;50.0
GCA_000715585.2_ASM71558v2_genomic.fasta;25;323.88;26.95;44.44;55.56
GCA_019457475.1_ASM1945747v1_genomic.fasta;1;75;53.42;0.0;100.0
GCA_031885465.1_ASM3188546v1_genomic.fasta;5;94;36.07;66.67;33.33
GCF_001908105.1_ASM190810v1_genomic.fasta;5;1300.8;56.46;25.0;75.0
GCA_900177005.1_Bcereus.16-00174_genomic.fasta;5;257;64.72;66.67;33.33
GCA_018588945.1_ASM1858894v1_genomic.fasta;9;151.11;29.97;71.43;28.57
GCF_001262515.1_GCS2v1_genomic.fasta;0;0.0;35.19;0.0;0.0
GCA_021117385.1_ASM2111738v1_genomic.fasta;8;97.12;31.35;50.0;50.0
GCA_900115555.1_IMG-taxon_2671180032_annotated_assembly_genomic.fasta;1;89;36.96;100.0;0.0
GCA_013403875.1_ASM1340387v1_genomic.fasta;5;1189.2;33.41;66.67;33.33
GCA_017874425.1_ASM1787442v1_genomic.fasta;2;1345;68.74;0.0;100.0
GCF_001305675.1_ASM130567v1_genomic.fasta;4;99;32.0;50.0;50.0
GCA_022493915.1_ASM2249391v1_genomic.fasta;1;109;31.22;0.0;0.0
GCA_023920225.1_ASM2392022v1_genomic.fasta;13;408.08;54.74;53.85;46.15
GCA_020541885.1_ASM2054188v1_genomic.fasta;12;403;43.64;33.33;66.67
GCA_014646635.1_ASM1464663v1_genomic.fasta;9;218.22;57.96;28.57;71.43
GCA_010727325.1_ASM1072732v1_genomic.fasta;5;126.4;33.89;33.33;66.67
GCF_030323645.1_ASM3032364v1_genomic.fasta;6;101.17;36.08;20.0;80.0
GCF_034447505.1_ASM3444750v1_genomic.fasta;1;96;61.24;100.0;0.0
GCA_013408295.1_ASM1340829v1_genomic.fasta;5;1697.8;40.22;0.0;100.0
GCA_014197255.1_ASM1419725v1_genomic.fasta;0;0.0;63.31;0.0;0.0
GCA_015477465.1_ASM1547746v1_genomic.fasta;13;107.69;31.07;50.0;50.0
GCA_014204535.1_ASM1420453v1_genomic.fasta;3;109.33;34.73;0.0;100.0
GCF_004167995.1_ASM416799v1_genomic.fasta;3;956.33;60.94;33.33;66.67
GCA_014649515.1_ASM1464951v1_genomic.fasta;6;101.17;27.71;0.0;100.0
GCA_020405205.1_ASM2040520v1_genomic.fasta;2;91;36.86;0.0;100.0
GCF_009749375.1_ASM974937v1_genomic.fasta;8;102.38;29.8;25.0;75.0
GCF_007896845.1_ASM789684v1_genomic.fasta;9;114.44;54.99;71.43;28.57
GCA_013283645.1_ASM1328364v1_genomic.fasta;4;99.5;38.72;0.0;100.0
GCF_001559595.1_CAIM912T.1_genomic.fasta;2;127.5;51.66;100.0;0.0
GCA_015278255.1_ASM1527825v1_genomic.fasta;11;119.09;29.15;0.0;100.0
GCF_028743795.1_ASM2874379v1_genomic.fasta;1;109;56.08;0.0;100.0
GCA_014076495.1_ASM1407649v1_genomic.fasta;1;126;36.59;0.0;100.0
GCA_018128205.1_ASM1812820v1_genomic.fasta;4;3744.25;49.9;50.0;50.0
GCF_003722335.1_ASM372233v1_genomic.fasta;3;103.67;30.75;50.0;50.0
GCF_029961225.1_ASM2996122v1_genomic.fasta;1;120;48.42;0.0;100.0
GCA_013317105.1_ASM1331710v1_genomic.fasta;14;136.29;28.03;66.67;33.33
GCF_008727715.1_ASM872771v1_genomic.fasta;1;101;36.83;0.0;100.0
GCA_012273195.1_ASM1227319v1_genomic.fasta;4;671.75;51.11;100.0;0.0
GCF_004366795.1_ASM436679v1_genomic.fasta;1;3533;45.47;100.0;0.0
GCF_004327355.1_ASM432735v1_genomic.fasta;10;421.5;35.04;50.0;50.0
GCA_014145675.1_ASM1414567v1_genomic.fasta;4;142.25;30.4;100.0;0.0
GCF_003314995.1_ASM331499v1_genomic.fasta;1;131;49.18;100.0;0.0
GCA_900454535.1_46338_B01_genomic.fasta;4;808;58.39;33.33;66.67
GCF_024494545.1_ASM2449454v1_genomic.fasta;5;424.4;61.26;80.0;20.0
GCF_028607025.1_ASM2860702v1_genomic.fasta;1;212;59.73;0.0;0.0
GCF_026343955.1_ASM2634395v1_genomic.fasta;3;100;34.29;100.0;0.0
GCA_014946825.2_ASM1494682v2_genomic.fasta;7;799.29;48.22;50.0;50.0
GCA_020735385.1_ASM2073538v1_genomic.fasta;2;813;66.34;0.0;100.0
GCA_900111685.1_IMG-taxon_2675903060_annotated_assembly_genomic.fasta;12;143.67;28.25;60.0;40.0
GCF_003534205.1_Lweihen2.0_genomic.fasta;7;765.43;58.49;60.0;40.0
GCF_006386545.1_ASM638654v1_genomic.fasta;12;126.58;31.43;60.0;40.0
GCA_031625015.1_ASM3162501v1_genomic.fasta;6;103.33;29.87;66.67;33.33
GCF_005405145.1_ASM540514v1_genomic.fasta;5;1142.4;61.97;40.0;60.0
GCF_004785645.1_ASM478564v1_genomic.fasta;3;118.33;69.35;100.0;0.0
GCF_002104675.1_ASM210467v1_genomic.fasta;11;146.36;34.48;80.0;20.0
GCF_029774255.1_ASM2977425v1_genomic.fasta;3;99.33;66.69;0.0;100.0
GCA_023921225.1_ASM2392122v1_genomic.fasta;2;901;60.4;0.0;100.0
GCF_002000125.1_ASM200012v1_genomic.fasta;4;105.75;58.65;66.67;33.33
GCA_033032805.1_ASM3303280v1_genomic.fasta;0;0.0;34.25;0.0;0.0
GCF_002006345.1_ASM200634v1_genomic.fasta;5;94;71.39;33.33;66.67
GCF_003012915.1_ASM301291v1_genomic.fasta;2;2262;64.78;0.0;100.0
GCF_030845255.1_ASM3084525v1_genomic.fasta;2;100.5;33.99;50.0;50.0
GCF_002891535.1_ASM289153v1_genomic.fasta;4;103.75;37.06;0.0;100.0
GCF_009932475.1_ASM993247v1_genomic.fasta;5;1474.6;31.93;75.0;25.0
GCF_001854765.1_ASM185476v1_genomic.fasta;2;90;55.65;50.0;50.0
GCF_003325475.1_ASM332547v1_genomic.fasta;5;1784.2;36.09;66.67;33.33
GCA_900099965.1_IMG-taxon_2675903065_annotated_assembly_genomic.fasta;27;136.74;29.37;52.94;47.06
GCF_001693335.1_ASM169333v1_genomic.fasta;1;83;59.21;0.0;100.0
GCA_900091515.1_IMG-taxon_2627854289_annotated_assembly_genomic.fasta;9;193.44;27.02;100.0;0.0
GCF_009663185.1_ASM966318v1_genomic.fasta;1;132;27.87;0.0;0.0
GCA_016595145.1_ASM1659514v1_genomic.fasta;3;209.33;33.08;0.0;0.0
GCF_009208555.1_ASM920855v1_genomic.fasta;1;121;36.57;0.0;0.0
GCA_017815575.1_ASM1781557v1_genomic.fasta;2;9671.5;43.15;0.0;100.0
GCA_032100585.1_ASM3210058v1_genomic.fasta;6;114.83;40.85;66.67;33.33
GCA_000981895.1_ASM98189v1_genomic.fasta;23;236.17;29.61;64.29;35.71
GCA_031583855.1_ASM3158385v1_genomic.fasta;2;105.5;38.86;100.0;0.0
GCF_004135755.1_ASM413575v1_genomic.fasta;72;259.86;28.0;57.78;42.22
GCA_017874575.1_ASM1787457v1_genomic.fasta;0;0.0;64.84;0.0;0.0
GCA_016728645.1_ASM1672864v1_genomic.fasta;12;1315.25;41.21;60.0;40.0
GCF_001050115.1_ASM105011v1_genomic.fasta;11;513.36;59.25;22.22;77.78
GCF_030268905.1_ASM3026890v1_genomic.fasta;8;236.25;29.41;80.0;20.0
GCA_900106975.1_IMG-taxon_2671180037_annotated_assembly_genomic.fasta;7;125;34.1;40.0;60.0
GCA_015767675.1_ASM1576767v1_genomic.fasta;8;693.38;52.1;20.0;80.0
GCA_900637755.1_52579_F01_genomic.fasta;2;109.5;58.64;0.0;0.0
GCF_001647595.1_ASM164759v1_genomic.fasta;4;116.25;59.41;33.33;66.67
GCF_002156055.1_ASM215605v1_genomic.fasta;5;133.2;27.87;0.0;100.0
GCA_000585215.1_Thiorhodococcus_sp._genomic.fasta;6;1407.67;35.22;60.0;40.0
GCF_001189915.1_ASM118991v1_genomic.fasta;0;0.0;42.05;0.0;0.0
GCA_000725495.1_Doro.v1.0_genomic.fasta;32;155.5;28.45;58.33;41.67
GCF_004770105.1_ASM477010v1_genomic.fasta;0;0.0;60.07;0.0;0.0
GCA_018739485.1_ASM1873948v1_genomic.fasta;4;187.5;64.59;0.0;100.0
GCA_019139815.1_ASM1913981v1_genomic.fasta;0;0.0;39.41;0.0;0.0
GCA_900110205.1_IMG-taxon_2671180023_annotated_assembly_genomic.fasta;3;228.33;40.32;33.33;66.67
GCF_009789225.1_ASM978922v1_genomic.fasta;22;160.59;27.93;50.0;50.0
GCA_016127315.1_ASM1612731v1_genomic.fasta;2;103.5;31.87;100.0;0.0
GCA_000253115.1_ASM25311v1_genomic.fasta;5;113.4;36.16;66.67;33.33
GCF_003568985.1_Vezurae_genomic.fasta;1;143;56.39;100.0;0.0
GCA_010378095.1_ASM1037809v1_genomic.fasta;2;1531;41.83;0.0;0.0
GCA_018420015.1_ASM1842001v1_genomic.fasta;10;420.9;34.4;25.0;75.0
GCA_000820005.1_PRJEB7033_genomic.fasta;12;115.67;40.61;30.0;70.0
GCF_008831135.1_ASM883113v1_genomic.fasta;8;1023;29.32;80.0;20.0
GCF_002287235.1_ASM228723v1_genomic.fasta;59;179.05;61.25;33.33;66.67
GCF_024748715.1_ASM2474871v1_genomic.fasta;5;141.8;39.98;0.0;100.0
GCF_027497495.1_ASM2749749v1_genomic.fasta;34;283.32;29.29;46.15;53.85
GCA_023612255.1_ASM2361225v1_genomic.fasta;2;88.5;35.18;100.0;0.0
GCF_001514115.1_ASM151411v1_genomic.fasta;26;146.38;29.67;30.0;70.0
GCA_032929295.1_ASM3292929v1_genomic.fasta;3;877.33;32.73;33.33;66.67
GCF_003112675.1_ASM311267v1_genomic.fasta;1;96;58.74;0.0;0.0
GCF_004337635.1_ASM433763v1_genomic.fasta;12;463;65.8;63.64;36.36
GCA_016909615.1_ASM1690961v1_genomic.fasta;5;1323.8;32.49;0.0;100.0
GCA_900129885.1_IMG-taxon_2617270875_annotated_assembly_genomic.fasta;5;952.6;37.78;33.33;66.67
GCA_014199215.1_ASM1419921v1_genomic.fasta;1;75;37.98;100.0;0.0
GCF_003992745.1_ASM399274v1_genomic.fasta;8;731;49.6;62.5;37.5
GCF_004331455.1_ASM433145v1_genomic.fasta;18;274.33;28.79;60.0;40.0
GCF_006113225.1_ASM611322v2_genomic.fasta;3;861;48.74;0.0;100.0
GCA_022214805.1_ASM2221480v1_genomic.fasta;9;255.22;31.08;60.0;40.0
GCA_018304965.1_ASM1830496v1_genomic.fasta;2;127;43.93;50.0;50.0
GCF_027941855.1_ASM2794185v1_genomic.fasta;2;95.5;34.21;50.0;50.0
GCF_003660285.1_ASM366028v1_genomic.fasta;4;104.5;52.84;66.67;33.33
GCF_002206625.1_ASM220662v1_genomic.fasta;1;109;54.8;0.0;0.0
GCA_023283845.1_ASM2328384v1_genomic.fasta;5;85.6;57.38;33.33;66.67
GCF_001447335.1_ASM144733v1_genomic.fasta;6;125.67;38.51;60.0;40.0
GCF_006711645.1_ASM671164v1_genomic.fasta;8;389.62;44.94;71.43;28.57
GCA_900114945.1_IMG-taxon_2693429891_annotated_assembly_genomic.fasta;7;373.71;64.54;33.33;66.67
GCF_003047105.1_ASM304710v1_genomic.fasta;3;1514;42.18;100.0;0.0
GCA_014268615.1_ASM1426861v1_genomic.fasta;1;98;39.54;0.0;100.0
GCA_014197065.1_ASM1419706v1_genomic.fasta;4;147;44.05;75.0;25.0
GCF_008369605.1_ASM836960v1_genomic.fasta;1;142;52.58;100.0;0.0
GCA_900292015.1_MB901379_genomic.fasta;21;231.24;34.98;44.44;55.56
GCA_013407855.1_ASM1340785v1_genomic.fasta;3;206.67;29.52;0.0;100.0
GCA_903064685.1_ElbeB_EbB_genomic.fasta;2;2099;48.48;100.0;0.0
GCA_014931075.1_ASM1493107v1_genomic.fasta;4;277.25;71.48;50.0;50.0
GCF_036035005.1_ASM3603500v1_genomic.fasta;27;115.41;28.17;55.56;44.44
GCF_025822405.1_ASM2582240v1_genomic.fasta;13;190;33.64;75.0;25.0
GCA_013364295.1_ASM1336429v1_genomic.fasta;2;821.5;27.57;100.0;0.0
GCF_005931095.1_ASM593109v1_genomic.fasta;10;1020.9;51.28;50.0;50.0
GCF_002242685.1_ASM224268v1_genomic.fasta;2;3238.5;39.97;100.0;0.0
GCF_001641285.1_ASM164128v1_genomic.fasta;2;90;32.02;50.0;50.0
GCF_003034915.1_ASM303491v1_genomic.fasta;5;89.8;37.57;60.0;40.0
GCF_002288285.1_ASM228828v1_genomic.fasta;1;159;36.81;0.0;0.0
GCF_003470285.1_ASM347028v1_genomic.fasta;1;1024;70.86;100.0;0.0
GCA_018292125.1_ASM1829212v1_genomic.fasta;3;119.33;57.17;66.67;33.33
GCA_022845735.1_ASM2284573v1_genomic.fasta;4;811.25;56.29;50.0;50.0
GCA_017876575.1_ASM1787657v1_genomic.fasta;2;249;34.17;0.0;100.0
GCF_008704855.1_ASM870485v1_genomic.fasta;20;327.15;28.91;81.25;18.75
GCF_001594225.2_ASM159422v2_genomic.fasta;2;199;39.52;100.0;0.0
GCF_025331195.1_ASM2533119v1_genomic.fasta;5;202.6;33.67;100.0;0.0
GCF_002764115.1_ASM276411v1_genomic.fasta;2;98;42.78;50.0;50.0
GCA_000759445.1_ASM75944v1_genomic.fasta;10;109.1;39.85;88.89;11.11
GCF_003148475.1_ASM314847v1_genomic.fasta;3;863.33;37.32;0.0;100.0
GCA_900156735.1_IMG-taxon_2681813509_annotated_assembly_genomic.fasta;3;1097;65.29;50.0;50.0
GCF_003363155.1_ASM336315v1_genomic.fasta;6;139.17;39.57;75.0;25.0
GCA_900044055.2_Burkholderia_sp._LMG_29321_genomic.fasta;18;341.83;37.48;72.73;27.27
GCF_024105735.1_ASM2410573v1_genomic.fasta;1;170;38.4;100.0;0.0
GCA_013267695.1_ASM1326769v1_genomic.fasta;2;968;62.27;100.0;0.0
GCA_000761215.1_ASM76121v1_genomic.fasta;32;366.44;27.09;50.0;50.0
GCF_036327795.1_ASM3632779v1_genomic.fasta;1;85;34.4;100.0;0.0
GCA_015235555.1_ASM1523555v1_genomic.fasta;20;98.85;59.34;81.82;18.18
GCF_034427735.1_ASM3442773v1_genomic.fasta;14;215;31.26;71.43;28.57
GCF_003351565.1_ASM335156v1_genomic.fasta;16;279.75;47.37;58.33;41.67
GCF_003019255.1_ASM301925v1_genomic.fasta;1;191;66.93;0.0;0.0
GCA_032806925.1_ASM3280692v1_genomic.fasta;3;187.67;38.28;100.0;0.0
GCF_009735645.1_ASM973564v1_genomic.fasta;2;78.5;28.9;50.0;50.0
GCA_018332475.1_ASM1833247v1_genomic.fasta;8;166.62;64.71;33.33;66.67
GCA_016127995.1_ASM1612799v1_genomic.fasta;8;435.38;34.43;50.0;50.0
GCF_002632755.1_ASM263275v1_genomic.fasta;0;0.0;57.06;0.0;0.0
GCA_023823875.1_ASM2382387v1_genomic.fasta;1;75;62.64;0.0;100.0
GCA_000749845.1_ASM74984v1_genomic.fasta;5;541.8;48.84;40.0;60.0
GCA_022664405.1_ASM2266440v1_genomic.fasta;3;122;27.06;0.0;100.0
GCF_002370195.2_ASM237019v2_genomic.fasta;8;1293.25;63.66;66.67;33.33
GCA_900660715.1_57675_H02-3_genomic.fasta;2;1093;69.25;50.0;50.0
GCF_002879885.1_ASM287988v1_genomic.fasta;1;82;36.73;100.0;0.0
GCA_000439375.1_06-3099_v1_genomic.fasta;0;0.0;48.73;0.0;0.0
GCF_001722355.1_ASM172235v1_genomic.fasta;2;141.5;32.99;0.0;0.0
GCA_000577275.2_LPU83_genomic.fasta;1;95;40.35;0.0;100.0
GCA_016405625.1_ASM1640562v1_genomic.fasta;0;0.0;40.02;0.0;0.0
GCA_019145375.1_ASM1914537v1_genomic.fasta;5;122.8;40.01;66.67;33.33
GCF_030908585.1_ASM3090858v1_genomic.fasta;12;1029.92;48.03;25.0;75.0
GCA_011397115.1_ASM1139711v1_genomic.fasta;1;2267;63.73;100.0;0.0
GCA_018326245.1_ASM1832624v1_genomic.fasta;17;493.06;29.13;40.0;60.0
GCF_002082585.1_ASM208258v1_genomic.fasta;38;337.16;28.02;40.91;59.09
GCA_018141485.1_ASM1814148v1_genomic.fasta;24;132.46;27.94;62.5;37.5
GCA_016027815.1_ASM1602781v1_genomic.fasta;4;397.25;33.82;0.0;100.0
GCF_001182745.1_NCTC11134_genomic.fasta;23;289.57;29.37;60.0;40.0
GCF_001468065.1_ASM146806v1_genomic.fasta;3;128.33;61.73;66.67;33.33
GCA_014207535.1_ASM1420753v1_genomic.fasta;5;98.8;59.94;0.0;100.0
GCF_024746855.1_ASM2474685v1_genomic.fasta;12;440.42;56.59;50.0;50.0
GCA_000830005.1_ASM83000v1_genomic.fasta;36;196.58;28.01;43.48;56.52
GCA_018333375.1_ASM1833337v1_genomic.fasta;3;1603;46.48;100.0;0.0
GCF_025200715.1_ASM2520071v1_genomic.fasta;2;129.5;40.14;100.0;0.0
GCF_002019225.1_ASM201922v1_genomic.fasta;2;219.5;35.52;100.0;0.0
GCF_001636845.1_ASM163684v1_genomic.fasta;7;925.14;68.88;100.0;0.0
GCF_002078235.1_ASM207823v1_genomic.fasta;17;445.35;27.66;66.67;33.33
GCA_011604665.2_ASM1160466v2_genomic.fasta;0;0.0;35.58;0.0;0.0
GCA_900067125.1_ASM90006712v1_genomic.fasta;2;78;54.26;100.0;0.0
GCF_036345975.1_ASM3634597v1_genomic.fasta;17;280;28.96;75.0;25.0
GCF_025822305.1_ASM2582230v1_genomic.fasta;5;121.6;32.29;33.33;66.67
GCA_900637475.1_51108_B01_genomic.fasta;7;517.57;52.46;71.43;28.57
GCF_003994255.1_ASM399425v1_genomic.fasta;5;100.4;27.79;100.0;0.0
GCA_017743015.1_ASM1774301v1_genomic.fasta;0;0.0;56.86;0.0;0.0
GCA_013201605.1_ASM1320160v1_genomic.fasta;1;270;70.78;0.0;100.0
GCA_900105865.1_IMG-taxon_2634166335_annotated_assembly_genomic.fasta;1;6066;50.03;100.0;0.0
GCF_003025495.1_ASM302549v1_genomic.fasta;1;109;54.9;0.0;0.0
GCA_900638485.1_57728_B01_genomic.fasta;1;97;64.82;0.0;100.0
GCA_900115785.1_IMG-taxon_2617270895_annotated_assembly_genomic.fasta;5;100.2;34.15;0.0;100.0
GCA_900185615.1_P.malacitana_CECT9190T_SPAdes_Prokka_EMBL_genomic.fasta;5;245;60.24;50.0;50.0
GCF_008923365.1_ASM892336v1_genomic.fasta;11;157.73;27.01;71.43;28.57
GCF_001518835.1_ASM151883v1_genomic.fasta;9;320;44.22;14.29;85.71
GCA_022230935.1_ASM2223093v1_genomic.fasta;15;165.67;28.92;33.33;66.67
GCF_035658435.1_ASM3565843v1_genomic.fasta;3;297.67;59.0;0.0;100.0
GCA_013410665.1_ASM1341066v1_genomic.fasta;19;135.11;35.76;25.0;75.0
GCA_020515525.1_ASM2051552v1_genomic.fasta;4;156;31.34;100.0;0.0
GCF_001597285.1_ASM159728v1_genomic.fasta;5;79.8;34.5;50.0;50.0
GCF_009648575.1_ASM964857v1_genomic.fasta;0;0.0;62.52;0.0;0.0
GCA_016031625.1_ASM1603162v1_genomic.fasta;1;85;36.19;0.0;0.0
GCF_024704525.1_ASM2470452v1_genomic.fasta;1;160;37.33;100.0;0.0
GCF_004216565.1_ASM421656v1_genomic.fasta;10;426;31.0;50.0;50.0
GCF_001277345.1_ASM127734v1_genomic.fasta;4;560.5;52.53;66.67;33.33
GCA_000709415.1_ASM70941v1_genomic.fasta;2;90.5;67.12;0.0;100.0
GCF_001534645.1_ASM153464v1_genomic.fasta;7;489.57;69.2;33.33;66.67
GCA_900108565.1_IMG-taxon_2636415969_annotated_assembly_genomic.fasta;3;105;31.57;0.0;100.0
GCA_017883985.1_ASM1788398v1_genomic.fasta;1;163;55.61;100.0;0.0
GCF_002215075.1_ASM221507v1_genomic.fasta;2;100;52.76;100.0;0.0
GCA_018882155.1_ASM1888215v1_genomic.fasta;0;0.0;55.07;0.0;0.0
GCA_900111765.1_IMG-taxon_2693429886_annotated_assembly_genomic.fasta;41;261.63;30.0;47.37;52.63
GCF_003815775.1_ASM381577v1_genomic.fasta;1;1972;64.55;100.0;0.0
GCA_014208045.1_ASM1420804v1_genomic.fasta;3;154;29.19;0.0;100.0
GCF_001189035.1_ASM118903v1_genomic.fasta;24;148.75;28.81;69.23;30.77
GCF_030582835.1_ASM3058283v1_genomic.fasta;7;467.14;41.78;80.0;20.0
GCF_003046475.1_ASM304647v1_genomic.fasta;4;104.5;35.47;50.0;50.0
GCF_003611635.1_ASM361163v1_genomic.fasta;21;140.33;30.46;66.67;33.33
GCF_002592005.1_ASM259200v1_genomic.fasta;13;124.77;30.59;42.86;57.14
GCF_003971235.1_ASM397123v1_genomic.fasta;3;1255.67;62.6;50.0;50.0
GCA_014174215.1_ASM1417421v1_genomic.fasta;1;139;34.86;0.0;0.0
GCA_016127415.1_ASM1612741v1_genomic.fasta;4;1353.25;33.45;100.0;0.0
GCF_001440035.1_ABySSBR3351v1_genomic.fasta;1;89;37.09;100.0;0.0
GCA_014196635.1_ASM1419663v1_genomic.fasta;1;2589;35.51;100.0;0.0
GCF_026344175.1_ASM2634417v1_genomic.fasta;3;1828.33;61.51;50.0;50.0
GCA_014196765.1_ASM1419676v1_genomic.fasta;0;0.0;35.74;0.0;0.0
GCA_900637895.1_52700_G01_genomic.fasta;3;209.33;63.88;0.0;100.0
GCA_000153345.1_ASM15334v1_genomic.fasta;1;114;52.66;0.0;0.0
GCA_018501965.1_ASM1850196v1_genomic.fasta;3;135;59.1;100.0;0.0
GCF_002082135.1_ASM208213v1_genomic.fasta;5;105.8;32.35;100.0;0.0
GCA_016756815.1_ASM1675681v1_genomic.fasta;1;2650;42.01;100.0;0.0
GCF_002005485.1_ASM200548v1_genomic.fasta;0;0.0;40.52;0.0;0.0
GCA_015244675.1_ASM1524467v1_genomic.fasta;0;0.0;41.68;0.0;0.0
GCF_001766745.1_ASM176674v1_genomic.fasta;2;128.5;57.97;0.0;100.0
